time,volt
22-Jan-2021 (01:04:56.154784),10.000499751138237
22-Jan-2021 (01:04:57.208347),10.000499901123357
22-Jan-2021 (01:04:58.258315),10.000499572762456
22-Jan-2021 (01:04:59.310417),10.00049958968702
22-Jan-2021 (01:05:00.369052),10.000499613933952
22-Jan-2021 (01:05:01.422645),10.000499507972988
22-Jan-2021 (01:05:02.471126),10.000500095332825
22-Jan-2021 (01:05:03.524704),10.000499615766065
22-Jan-2021 (01:05:04.578269),10.000499792397655
22-Jan-2021 (01:05:05.641438),10.000499851774643
22-Jan-2021 (01:05:06.693480),10.000499469861776
22-Jan-2021 (01:05:07.744088),10.000499760906806
22-Jan-2021 (01:05:08.802205),10.000499940221301
22-Jan-2021 (01:05:09.842585),10.000499624574955
22-Jan-2021 (01:05:10.901262),10.000499918072947
22-Jan-2021 (01:05:11.961381),10.00049975143446
22-Jan-2021 (01:05:13.011950),10.000499206982875
22-Jan-2021 (01:05:14.056841),10.000499285850335
22-Jan-2021 (01:05:15.110444),10.000499689133798
22-Jan-2021 (01:05:16.158297),10.000499693905818
22-Jan-2021 (01:05:17.219030),10.000499339644412
22-Jan-2021 (01:05:18.266073),10.000499646185645
22-Jan-2021 (01:05:19.319656),10.000499043205163
22-Jan-2021 (01:05:20.373153),10.000499560974436
22-Jan-2021 (01:05:21.426755),10.000499414673156
22-Jan-2021 (01:05:22.480367),10.00049985629575
22-Jan-2021 (01:05:23.533899),10.000499543856446
22-Jan-2021 (01:05:24.587520),10.000499905030379
22-Jan-2021 (01:05:25.641064),10.000499601094955
22-Jan-2021 (01:05:26.694633),10.000499473219637
22-Jan-2021 (01:05:27.748261),10.000499155605917
22-Jan-2021 (01:05:28.801787),10.000499448154375
22-Jan-2021 (01:05:29.860419),10.000499378683514
22-Jan-2021 (01:05:30.908948),10.000499386553017
22-Jan-2021 (01:05:31.962507),10.000499647937954
22-Jan-2021 (01:05:33.022679),10.00049994072515
22-Jan-2021 (01:05:34.069612),10.000499882608121
22-Jan-2021 (01:05:35.123192),10.000499271651961
22-Jan-2021 (01:05:36.178282),10.000500198938889
22-Jan-2021 (01:05:37.230375),10.000499745176597
22-Jan-2021 (01:05:38.283966),10.000499363427398
22-Jan-2021 (01:05:39.337539),10.000499670454222
22-Jan-2021 (01:05:40.391044),10.000499525260052
22-Jan-2021 (01:05:41.444656),10.00049907154375
22-Jan-2021 (01:05:42.498217),10.000499410927771
22-Jan-2021 (01:05:43.551804),10.000498933283751
22-Jan-2021 (01:05:44.611971),10.000499502423217
22-Jan-2021 (01:05:45.658952),10.00049907138076
22-Jan-2021 (01:05:46.704037),10.00049959476608
22-Jan-2021 (01:05:47.757368),10.000500043388444
22-Jan-2021 (01:05:48.811056),10.000500173282534
22-Jan-2021 (01:05:49.864542),10.0004998232521
22-Jan-2021 (01:05:50.918130),10.000499939964982
22-Jan-2021 (01:05:51.968076),10.000499901437164
22-Jan-2021 (01:05:53.030364),10.000499802691035
22-Jan-2021 (01:05:54.078883),10.00049963013487
22-Jan-2021 (01:05:55.132435),10.000500073397507
22-Jan-2021 (01:05:56.188982),10.000499727850306
22-Jan-2021 (01:05:57.239568),10.000499264078682
22-Jan-2021 (01:05:58.292529),10.000499884178504
22-Jan-2021 (01:05:59.351772),10.000499792780445
22-Jan-2021 (01:06:00.405339),10.000500087883312
22-Jan-2021 (01:06:01.461933),10.000499951279584
22-Jan-2021 (01:06:02.512441),10.000499574717654
22-Jan-2021 (01:06:03.560924),10.000499829734496
22-Jan-2021 (01:06:04.614520),10.000499776385428
22-Jan-2021 (01:06:05.671056),10.000499980882864
22-Jan-2021 (01:06:06.730347),10.000499608908319
22-Jan-2021 (01:06:07.780242),10.000499693984947
22-Jan-2021 (01:06:08.833158),10.000499892754743
22-Jan-2021 (01:06:09.890368),10.000499502942624
22-Jan-2021 (01:06:10.937330),10.00049963995822
22-Jan-2021 (01:06:11.998958),10.000500052221001
22-Jan-2021 (01:06:13.043004),10.00049963084161
22-Jan-2021 (01:06:14.098014),10.000499019819847
22-Jan-2021 (01:06:15.151588),10.00049941291814
22-Jan-2021 (01:06:16.213198),10.000499309262704
22-Jan-2021 (01:06:17.253656),10.000499472688738
22-Jan-2021 (01:06:18.310720),10.000499483536014
22-Jan-2021 (01:06:19.365130),10.000499527433025
22-Jan-2021 (01:06:20.418761),10.000499754291177
22-Jan-2021 (01:06:21.469302),10.000499372855787
22-Jan-2021 (01:06:22.521370),10.000499792375336
22-Jan-2021 (01:06:23.574941),10.000499742546443
22-Jan-2021 (01:06:24.628496),10.000499926275864
22-Jan-2021 (01:06:25.682033),10.000500479704737
22-Jan-2021 (01:06:26.740061),10.000500037142077
22-Jan-2021 (01:06:27.790637),10.000499942259687
22-Jan-2021 (01:06:28.842711),10.00049953473037
22-Jan-2021 (01:06:29.899341),10.000500235464838
22-Jan-2021 (01:06:30.951387),10.00050000322667
22-Jan-2021 (01:06:32.004908),10.000499768681623
22-Jan-2021 (01:06:33.053344),10.000499659475064
22-Jan-2021 (01:06:34.101832),10.000499615900651
22-Jan-2021 (01:06:35.155458),10.000500114026606
22-Jan-2021 (01:06:36.217623),10.00049995176247
22-Jan-2021 (01:06:37.271231),10.000500055951507
22-Jan-2021 (01:06:38.319649),10.000499799914799
22-Jan-2021 (01:06:39.378288),10.000499717573156
22-Jan-2021 (01:06:40.431866),10.000499617042255
22-Jan-2021 (01:06:41.489920),10.000499195213118
22-Jan-2021 (01:06:42.540506),10.000499703980077
